Points,2000mSC,3000m,3000mSC,2mile,5000m,10,000m
1400,5:11.48,7:37.43,8:01.31,8:10.66,13:03.68,27:20.35
1399,5:11.70,7:37.70,8:01.67,8:10.95,13:04.15,27:21.37
1398,5:11.92,7:37.96,8:02.04,8:11.23,13:04.63,27:22.39
1397,5:12.15,7:38.23,8:02.41,8:11.52,13:05.10,27:23.42
1396,5:12.37,7:38.49,8:02.78,8:11.81,13:05.57,27:24.44
1395,5:12.59,7:38.76,8:03.14,8:12.10,13:06.04,27:25.46
1394,5:12.81,7:39.03,8:03.51,8:12.39,13:06.51,27:26.48
1393,5:13.03,7:39.29,8:03.88,8:12.68,13:06.98,27:27.51
1392,5:13.26,7:39.56,8:04.25,8:12.96,13:07.45,27:28.53
1391,5:13.48,7:39.82,8:04.62,8:13.25,13:07.92,27:29.56
1390,5:13.70,7:40.09,8:04.99,8:13.54,13:08.39,27:30.58
1389,5:13.92,7:40.36,8:05.36,8:13.83,13:08.87,27:31.61
1388,5:14.15,7:40.62,8:05.72,8:14.12,13:09.34,27:32.63
1387,5:14.37,7:40.89,8:06.09,8:14.41,13:09.81,27:33.66
1386,5:14.59,7:41.16,8:06.46,8:14.70,13:10.28,27:34.68
1385,5:14.81,7:41.42,8:06.83,8:14.99,13:10.76,27:35.71
1384,5:15.04,7:41.69,8:07.20,8:15.28,13:11.23,27:36.74
1383,5:15.26,7:41.96,8:07.57,8:15.57,13:11.70,27:37.77
1382,5:15.48,7:42.22,8:07.94,8:15.85,13:12.17,27:38.79
1381,5:15.71,7:42.49,8:08.31,8:16.14,13:12.65,27:39.82
1380,5:15.93,7:42.76,8:08.68,8:16.43,13:13.12,27:40.85
1379,5:16.15,7:43.02,8:09.05,8:16.72,13:13.59,27:41.88
1378,5:16.38,7:43.29,8:09.42,8:17.01,13:14.07,27:42.91
1377,5:16.60,7:43.56,8:09.79,8:17.30,13:14.54,27:43.94
1376,5:16.82,7:43.83,8:10.16,8:17.59,13:15.02,27:44.97
1375,5:17.05,7:44.09,8:10.53,8:17.88,13:15.49,27:46.00
1374,5:17.27,7:44.36,8:10.90,8:18.17,13:15.96,27:47.03
1373,5:17.49,7:44.63,8:11.27,8:18.47,13:16.44,27:48.06
1372,5:17.72,7:44.90,8:11.64,8:18.76,13:16.91,27:49.09
1371,5:17.94,7:45.16,8:12.02,8:19.05,13:17.39,27:50.12
1370,5:18.16,7:45.43,8:12.39,8:19.34,13:17.86,27:51.15
1369,5:18.39,7:45.70,8:12.76,8:19.63,13:18.34,27:52.19
1368,5:18.61,7:45.97,8:13.13,8:19.92,13:18.82,27:53.22
1367,5:18.84,7:46.24,8:13.50,8:20.21,13:19.29,27:54.25
1366,5:19.06,7:46.51,8:13.87,8:20.50,13:19.77,27:55.29
1365,5:19.29,7:46.77,8:14.25,8:20.79,13:20.24,27:56.32
1364,5:19.51,7:47.04,8:14.62,8:21.08,13:20.72,27:57.36
1363,5:19.73,7:47.31,8:14.99,8:21.38,13:21.20,27:58.39
1362,5:19.96,7:47.58,8:15.36,8:21.67,13:21.67,27:59.43
1361,5:20.18,7:47.85,8:15.74,8:21.96,13:22.15,28:00.46
1360,5:20.41,7:48.12,8:16.11,8:22.25,13:22.63,28:01.50
1359,5:20.63,7:48.39,8:16.48,8:22.54,13:23.10,28:02.53
1358,5:20.86,7:48.66,8:16.85,8:22.84,13:23.58,28:03.57
1357,5:21.08,7:48.93,8:17.23,8:23.13,13:24.06,28:04.61
1356,5:21.31,7:49.20,8:17.60,8:23.42,13:24.53,28:05.65
1355,5:21.53,7:49.46,8:17.97,8:23.71,13:25.01,28:06.68
1354,5:21.76,7:49.73,8:18.35,8:24.00,13:25.49,28:07.72
1353,5:21.98,7:50.00,8:18.72,8:24.30,13:25.97,28:08.76
1352,5:22.21,7:50.27,8:19.09,8:24.59,13:26.45,28:09.80
1351,5:22.44,7:50.54,8:19.47,8:24.88,13:26.93,28:10.84
Points,2000mSC,3000m,3000mSC,2mile,5000m,10,000m
1350,5:22.66,7:50.81,8:19.84,8:25.18,13:27.40,28:11.88,
1349,5:22.89,7:51.08,8:20.22,8:25.47,13:27.88,28:12.92,
1348,5:23.11,7:51.35,8:20.59,8:25.76,13:28.36,28:13.96,
1347,5:23.34,7:51.62,8:20.97,8:26.06,13:28.84,28:15.00,
1346,5:23.57,7:51.89,8:21.34,8:26.35,13:29.32,28:16.04,
1345,5:23.79,7:52.17,8:21.71,8:26.64,13:29.80,28:17.08,
1344,5:24.02,7:52.44,8:22.09,8:26.94,13:30.28,28:18.13,
1343,5:24.24,7:52.71,8:22.46,8:27.23,13:30.76,28:19.17,
1342,5:24.47,7:52.98,8:22.84,8:27.52,13:31.24,28:20.21,
1341,5:24.70,7:53.25,8:23.22,8:27.82,13:31.72,28:21.26,
1340,5:24.92,7:53.52,8:23.59,8:28.11,13:32.20,28:22.30,
1339,5:25.15,7:53.79,8:23.97,8:28.41,13:32.68,28:23.34,
1338,5:25.38,7:54.06,8:24.34,8:28.70,13:33.16,28:24.39,
1337,5:25.60,7:54.33,8:24.72,8:28.99,13:33.64,28:25.43,
1336,5:25.83,7:54.60,8:25.09,8:29.29,13:34.12,28:26.48,
1335,5:26.06,7:54.88,8:25.47,8:29.58,13:34.60,28:27.52,
1334,5:26.28,7:55.15,8:25.85,8:29.88,13:35.09,28:28.57,
1333,5:26.51,7:55.42,8:26.22,8:30.17,13:35.57,28:29.62,
1332,5:26.74,7:55.69,8:26.60,8:30.47,13:36.05,28:30.66,
1331,5:26.96,7:55.96,8:26.98,8:30.76,13:36.53,28:31.71,
1330,5:27.19,7:56.24,8:27.35,8:31.06,13:37.01,28:32.76,
1329,5:27.42,7:56.51,8:27.73,8:31.35,13:37.50,28:33.81,
1328,5:27.65,7:56.78,8:28.11,8:31.65,13:37.98,28:34.85,
1327,5:27.87,7:57.05,8:28.48,8:31.94,13:38.46,28:35.90,
1326,5:28.10,7:57.32,8:28.86,8:32.24,13:38.94,28:36.95,
1325,5:28.33,7:57.60,8:29.24,8:32.54,13:39.43,28:38.00,
1324,5:28.56,7:57.87,8:29.62,8:32.83,13:39.91,28:39.05,
1323,5:28.79,7:58.14,8:30.00,8:33.13,13:40.39,28:40.10,
1322,5:29.01,7:58.42,8:30.37,8:33.42,13:40.88,28:41.15,
1321,5:29.24,7:58.69,8:30.75,8:33.72,13:41.36,28:42.20,
1320,5:29.47,7:58.96,8:31.13,8:34.02,13:41.85,28:43.26,
1319,5:29.70,7:59.23,8:31.51,8:34.31,13:42.33,28:44.31,
1318,5:29.93,7:59.51,8:31.89,8:34.61,13:42.82,28:45.36,
1317,5:30.16,7:59.78,8:32.27,8:34.91,13:43.30,28:46.41,
1316,5:30.38,8:00.05,8:32.64,8:35.20,13:43.78,28:47.47,
1315,5:30.61,8:00.33,8:33.02,8:35.50,13:44.27,28:48.52,
1314,5:30.84,8:00.60,8:33.40,8:35.80,13:44.75,28:49.57,
1313,5:31.07,8:00.88,8:33.78,8:36.09,13:45.24,28:50.63,
1312,5:31.30,8:01.15,8:34.16,8:36.39,13:45.73,28:51.68,
1311,5:31.53,8:01.42,8:34.54,8:36.69,13:46.21,28:52.74,
1310,5:31.76,8:01.70,8:34.92,8:36.98,13:46.70,28:53.79,
1309,5:31.99,8:01.97,8:35.30,8:37.28,13:47.18,28:54.85,
1308,5:32.22,8:02.25,8:35.68,8:37.58,13:47.67,28:55.91,
1307,5:32.44,8:02.52,8:36.06,8:37.88,13:48.16,28:56.96,
1306,5:32.67,8:02.80,8:36.44,8:38.18,13:48.64,28:58.02,
1305,5:32.90,8:03.07,8:36.82,8:38.47,13:49.13,28:59.08,
1304,5:33.13,8:03.34,8:37.20,8:38.77,13:49.62,29:00.14,
1303,5:33.36,8:03.62,8:37.58,8:39.07,13:50.10,29:01.19,
1302,5:33.59,8:03.89,8:37.96,8:39.37,13:50.59,29:02.25,
1301,5:33.82,8:04.17,8:38.34,8:39.67,13:51.08,29:03.31,
Points,2000mSC,3000m,3000mSC,2mile,5000m,10,000m
1300,5:34.05,8:04.44,8:38.73,8:39.96,13:51.57,29:04.37
1299,5:34.28,8:04.72,8:39.11,8:40.26,13:52.05,29:05.43
1298,5:34.51,8:05.00,8:39.49,8:40.56,13:52.54,29:06.49
1297,5:34.74,8:05.27,8:39.87,8:40.86,13:53.03,29:07.55
1296,5:34.97,8:05.55,8:40.25,8:41.16,13:53.52,29:08.61
1295,5:35.20,8:05.82,8:40.63,8:41.46,13:54.01,29:09.68
1294,5:35.43,8:06.10,8:41.02,8:41.76,13:54.50,29:10.74
1293,5:35.66,8:06.37,8:41.40,8:42.06,13:54.99,29:11.80
1292,5:35.89,8:06.65,8:41.78,8:42.36,13:55.48,29:12.86
1291,5:36.13,8:06.93,8:42.16,8:42.66,13:55.96,29:13.93
1290,5:36.36,8:07.20,8:42.55,8:42.96,13:56.45,29:14.99
1289,5:36.59,8:07.48,8:42.93,8:43.26,13:56.94,29:16.06
1288,5:36.82,8:07.75,8:43.31,8:43.56,13:57.43,29:17.12
1287,5:37.05,8:08.03,8:43.69,8:43.86,13:57.92,29:18.18
1286,5:37.28,8:08.31,8:44.08,8:44.16,13:58.41,29:19.25
1285,5:37.51,8:08.58,8:44.46,8:44.46,13:58.91,29:20.32
1284,5:37.74,8:08.86,8:44.84,8:44.76,13:59.40,29:21.38
1283,5:37.97,8:09.14,8:45.23,8:45.06,13:59.89,29:22.45
1282,5:38.21,8:09.42,8:45.61,8:45.36,14:00.38,29:23.52
1281,5:38.44,8:09.69,8:46.00,8:45.66,14:00.87,29:24.58
1280,5:38.67,8:09.97,8:46.38,8:45.96,14:01.36,29:25.65
1279,5:38.90,8:10.25,8:46.76,8:46.26,14:01.85,29:26.72
1278,5:39.13,8:10.52,8:47.15,8:46.56,14:02.35,29:27.79
1277,5:39.37,8:10.80,8:47.53,8:46.86,14:02.84,29:28.86
1276,5:39.60,8:11.08,8:47.92,8:47.16,14:03.33,29:29.93
1275,5:39.83,8:11.36,8:48.30,8:47.47,14:03.82,29:31.00
1274,5:40.06,8:11.64,8:48.69,8:47.77,14:04.31,29:32.07
1273,5:40.29,8:11.91,8:49.07,8:48.07,14:04.81,29:33.14
1272,5:40.53,8:12.19,8:49.46,8:48.37,14:05.30,29:34.21
1271,5:40.76,8:12.47,8:49.84,8:48.67,14:05.79,29:35.28
1270,5:40.99,8:12.75,8:50.23,8:48.97,14:06.29,29:36.35
1269,5:41.22,8:13.03,8:50.62,8:49.28,14:06.78,29:37.43
1268,5:41.46,8:13.31,8:51.00,8:49.58,14:07.28,29:38.50
1267,5:41.69,8:13.58,8:51.39,8:49.88,14:07.77,29:39.57
1266,5:41.92,8:13.86,8:51.77,8:50.18,14:08.26,29:40.65
1265,5:42.16,8:14.14,8:52.16,8:50.49,14:08.76,29:41.72
1264,5:42.39,8:14.42,8:52.55,8:50.79,14:09.25,29:42.79
1263,5:42.62,8:14.70,8:52.93,8:51.09,14:09.75,29:43.87
1262,5:42.86,8:14.98,8:53.32,8:51.40,14:10.24,29:44.95
1261,5:43.09,8:15.26,8:53.71,8:51.70,14:10.74,29:46.02
1260,5:43.32,8:15.54,8:54.09,8:52.00,14:11.23,29:47.10
1259,5:43.56,8:15.82,8:54.48,8:52.30,14:11.73,29:48.17
1258,5:43.79,8:16.10,8:54.87,8:52.61,14:12.22,29:49.25
1257,5:44.02,8:16.38,8:55.26,8:52.91,14:12.72,29:50.33
1256,5:44.26,8:16.66,8:55.65,8:53.22,14:13.22,29:51.41
1255,5:44.49,8:16.94,8:56.03,8:53.52,14:13.71,29:52.49
1254,5:44.73,8:17.22,8:56.42,8:53.82,14:14.21,29:53.56
1253,5:44.96,8:17.50,8:56.81,8:54.13,14:14.71,29:54.64
1252,5:45.19,8:17.78,8:57.20,8:54.43,14:15.20,29:55.72
1251,5:45.43,8:18.06,8:57.59,8:54.74,14:15.70,29:56.80
Points,2000mSC,3000m,3000mSC,2mile,5000m,10,000m
1250,5:45.66,8:18.34,8:57.98,8:55.04,14:16.20,29:57.88,
1249,5:45.90,8:18.62,8:58.36,8:55.34,14:16.70,29:58.97,
1248,5:46.13,8:18.90,8:58.75,8:55.65,14:17.19,30:00.05,
1247,5:46.37,8:19.18,8:59.14,8:55.95,14:17.69,30:01.13,
1246,5:46.60,8:19.46,8:59.53,8:56.26,14:18.19,30:02.21,
1245,5:46.84,8:19.74,8:59.92,8:56.56,14:18.69,30:03.29,
1244,5:47.07,8:20.03,9:00.31,8:56.87,14:19.19,30:04.38,
1243,5:47.31,8:20.31,9:00.70,8:57.17,14:19.69,30:05.46,
1242,5:47.54,8:20.59,9:01.09,8:57.48,14:20.19,30:06.55,
1241,5:47.78,8:20.87,9:01.48,8:57.79,14:20.68,30:07.63,
1240,5:48.01,8:21.15,9:01.87,8:58.09,14:21.18,30:08.71,
1239,5:48.25,8:21.43,9:02.26,8:58.40,14:21.68,30:09.80,
1238,5:48.48,8:21.72,9:02.65,8:58.70,14:22.18,30:10.89,
1237,5:48.72,8:22.00,9:03.04,8:59.01,14:22.68,30:11.97,
1236,5:48.96,8:22.28,9:03.43,8:59.32,14:23.18,30:13.06,
1235,5:49.19,8:22.56,9:03.82,8:59.62,14:23.68,30:14.15,
1234,5:49.43,8:22.85,9:04.22,8:59.93,14:24.18,30:15.23,
1233,5:49.66,8:23.13,9:04.61,9:00.23,14:24.69,30:16.32,
1232,5:49.90,8:23.41,9:05.00,9:00.54,14:25.19,30:17.41,
1231,5:50.14,8:23.69,9:05.39,9:00.85,14:25.69,30:18.50,
1230,5:50.37,8:23.98,9:05.78,9:01.15,14:26.19,30:19.59,
1229,5:50.61,8:24.26,9:06.17,9:01.46,14:26.69,30:20.68,
1228,5:50.85,8:24.54,9:06.57,9:01.77,14:27.19,30:21.77,
1227,5:51.08,8:24.83,9:06.96,9:02.08,14:27.69,30:22.86,
1226,5:51.32,8:25.11,9:07.35,9:02.38,14:28.20,30:23.95,
1225,5:51.56,8:25.39,9:07.74,9:02.69,14:28.70,30:25.04,
1224,5:51.79,8:25.68,9:08.14,9:03.00,14:29.20,30:26.13,
1223,5:52.03,8:25.96,9:08.53,9:03.31,14:29.70,30:27.23,
1222,5:52.27,8:26.24,9:08.92,9:03.61,14:30.21,30:28.32,
1221,5:52.51,8:26.53,9:09.32,9:03.92,14:30.71,30:29.41,
1220,5:52.74,8:26.81,9:09.71,9:04.23,14:31.21,30:30.51,
1219,5:52.98,8:27.10,9:10.10,9:04.54,14:31.72,30:31.60,
1218,5:53.22,8:27.38,9:10.50,9:04.85,14:32.22,30:32.70,
1217,5:53.46,8:27.66,9:10.89,9:05.16,14:32.73,30:33.79,
1216,5:53.69,8:27.95,9:11.29,9:05.46,14:33.23,30:34.89,
1215,5:53.93,8:28.23,9:11.68,9:05.77,14:33.74,30:35.98,
1214,5:54.17,8:28.52,9:12.07,9:06.08,14:34.24,30:37.08,
1213,5:54.41,8:28.80,9:12.47,9:06.39,14:34.74,30:38.18,
1212,5:54.64,8:29.09,9:12.86,9:06.70,14:35.25,30:39.27,
1211,5:54.88,8:29.37,9:13.26,9:07.01,14:35.76,30:40.37,
1210,5:55.12,8:29.66,9:13.65,9:07.32,14:36.26,30:41.47,
1209,5:55.36,8:29.94,9:14.05,9:07.63,14:36.77,30:42.57,
1208,5:55.60,8:30.23,9:14.44,9:07.94,14:37.27,30:43.67,
1207,5:55.84,8:30.51,9:14.84,9:08.25,14:37.78,30:44.77,
1206,5:56.08,8:30.80,9:15.24,9:08.56,14:38.29,30:45.87,
1205,5:56.31,8:31.09,9:15.63,9:08.87,14:38.79,30:46.97,
1204,5:56.55,8:31.37,9:16.03,9:09.18,14:39.30,30:48.07,
1203,5:56.79,8:31.66,9:16.42,9:09.49,14:39.81,30:49.17,
1202,5:57.03,8:31.94,9:16.82,9:09.80,14:40.31,30:50.27,
1201,5:57.27,8:32.23,9:17.22,9:10.11,14:40.82,30:51.38,
Points,2000mSC,3000m,3000mSC,2mile,5000m,10,000m
1200,5:57.51,8:32.52,9:17.61,9:10.42,14:41.33,30:52.48
1199,5:57.75,8:32.80,9:18.01,9:10.73,14:41.84,30:53.58
1198,5:57.99,8:33.09,9:18.41,9:11.04,14:42.34,30:54.69
1197,5:58.23,8:33.38,9:18.81,9:11.35,14:42.85,30:55.79
1196,5:58.47,8:33.66,9:19.20,9:11.67,14:43.36,30:56.89
1195,5:58.71,8:33.95,9:19.60,9:11.98,14:43.87,30:58.00
1194,5:58.95,8:34.24,9:20.00,9:12.29,14:44.38,30:59.11
1193,5:59.19,8:34.52,9:20.40,9:12.60,14:44.89,31:00.21
1192,5:59.43,8:34.81,9:20.79,9:12.91,14:45.40,31:01.32
1191,5:59.67,8:35.10,9:21.19,9:13.22,14:45.91,31:02.42
1190,5:59.91,8:35.39,9:21.59,9:13.54,14:46.42,31:03.53
1189,6:00.15,8:35.67,9:21.99,9:13.85,14:46.93,31:04.64
1188,6:00.39,8:35.96,9:22.39,9:14.16,14:47.44,31:05.75
1187,6:00.63,8:36.25,9:22.79,9:14.47,14:47.95,31:06.86
1186,6:00.87,8:36.54,9:23.19,9:14.78,14:48.46,31:07.97
1185,6:01.11,8:36.83,9:23.59,9:15.10,14:48.97,31:09.08
1184,6:01.35,8:37.11,9:23.98,9:15.41,14:49.48,31:10.19
1183,6:01.59,8:37.40,9:24.38,9:15.72,14:49.99,31:11.30
1182,6:01.83,8:37.69,9:24.78,9:16.04,14:50.50,31:12.41
1181,6:02.08,8:37.98,9:25.18,9:16.35,14:51.01,31:13.52
1180,6:02.32,8:38.27,9:25.58,9:16.66,14:51.53,31:14.63
1179,6:02.56,8:38.56,9:25.98,9:16.98,14:52.04,31:15.75
1178,6:02.80,8:38.85,9:26.38,9:17.29,14:52.55,31:16.86
1177,6:03.04,8:39.14,9:26.79,9:17.60,14:53.06,31:17.97
1176,6:03.28,8:39.43,9:27.19,9:17.92,14:53.58,31:19.09
1175,6:03.53,8:39.72,9:27.59,9:18.23,14:54.09,31:20.20
1174,6:03.77,8:40.00,9:27.99,9:18.55,14:54.60,31:21.32
1173,6:04.01,8:40.29,9:28.39,9:18.86,14:55.12,31:22.43
1172,6:04.25,8:40.58,9:28.79,9:19.17,14:55.63,31:23.55
1171,6:04.49,8:40.87,9:29.19,9:19.49,14:56.14,31:24.66
1170,6:04.74,8:41.16,9:29.59,9:19.80,14:56.66,31:25.78
1169,6:04.98,8:41.45,9:30.00,9:20.12,14:57.17,31:26.90
1168,6:05.22,8:41.74,9:30.40,9:20.43,14:57.69,31:28.02
1167,6:05.46,8:42.03,9:30.80,9:20.75,14:58.20,31:29.14
1166,6:05.71,8:42.33,9:31.20,9:21.06,14:58.72,31:30.25
1165,6:05.95,8:42.62,9:31.61,9:21.38,14:59.23,31:31.37
1164,6:06.19,8:42.91,9:32.01,9:21.69,14:59.75,31:32.49
1163,6:06.44,8:43.20,9:32.41,9:22.01,15:00.26,31:33.61
1162,6:06.68,8:43.49,9:32.81,9:22.33,15:00.78,31:34.73
1161,6:06.92,8:43.78,9:33.22,9:22.64,15:01.30,31:35.86
1160,6:07.17,8:44.07,9:33.62,9:22.96,15:01.81,31:36.98
1159,6:07.41,8:44.36,9:34.03,9:23.27,15:02.33,31:38.10
1158,6:07.65,8:44.65,9:34.43,9:23.59,15:02.84,31:39.22
1157,6:07.90,8:44.95,9:34.83,9:23.91,15:03.36,31:40.35
1156,6:08.14,8:45.24,9:35.24,9:24.22,15:03.88,31:41.47
1155,6:08.38,8:45.53,9:35.64,9:24.54,15:04.40,31:42.59
1154,6:08.63,8:45.82,9:36.05,9:24.86,15:04.91,31:43.72
1153,6:08.87,8:46.11,9:36.45,9:25.17,15:05.43,31:44.84
1152,6:09.12,8:46.41,9:36.86,9:25.49,15:05.95,31:45.97
1151,6:09.36,8:46.70,9:37.26,9:25.81,15:06.47,31:47.09
Points,2000mSC,3000m,3000mSC,2mile,5000m,10,000m
1150,6:09.61,8:46.99,9:37.67,9:26.13,15:06.99,31:48.22,
1149,6:09.85,8:47.28,9:38.07,9:26.44,15:07.51,31:49.35,
1148,6:10.10,8:47.58,9:38.48,9:26.76,15:08.03,31:50.48,
1147,6:10.34,8:47.87,9:38.88,9:27.08,15:08.54,31:51.60,
1146,6:10.58,8:48.16,9:39.29,9:27.40,15:09.06,31:52.73,
1145,6:10.83,8:48.46,9:39.70,9:27.71,15:09.58,31:53.86,
1144,6:11.07,8:48.75,9:40.10,9:28.03,15:10.10,31:54.99,
1143,6:11.32,8:49.04,9:40.51,9:28.35,15:10.62,31:56.12,
1142,6:11.57,8:49.34,9:40.91,9:28.67,15:11.14,31:57.25,
1141,6:11.81,8:49.63,9:41.32,9:28.99,15:11.66,31:58.38,
1140,6:12.06,8:49.92,9:41.73,9:29.31,15:12.19,31:59.51,
1139,6:12.30,8:50.22,9:42.14,9:29.63,15:12.71,32:00.65,
1138,6:12.55,8:50.51,9:42.54,9:29.94,15:13.23,32:01.78,
1137,6:12.79,8:50.81,9:42.95,9:30.26,15:13.75,32:02.91,
1136,6:13.04,8:51.10,9:43.36,9:30.58,15:14.27,32:04.05,
1135,6:13.29,8:51.39,9:43.77,9:30.90,15:14.79,32:05.18,
1134,6:13.53,8:51.69,9:44.17,9:31.22,15:15.32,32:06.31,
1133,6:13.78,8:51.98,9:44.58,9:31.54,15:15.84,32:07.45,
1132,6:14.02,8:52.28,9:44.99,9:31.86,15:16.36,32:08.58,
1131,6:14.27,8:52.57,9:45.40,9:32.18,15:16.88,32:09.72,
1130,6:14.52,8:52.87,9:45.81,9:32.50,15:17.41,32:10.86,
1129,6:14.76,8:53.16,9:46.22,9:32.82,15:17.93,32:11.99,
1128,6:15.01,8:53.46,9:46.63,9:33.14,15:18.45,32:13.13,
1127,6:15.26,8:53.76,9:47.04,9:33.46,15:18.98,32:14.27,
1126,6:15.51,8:54.05,9:47.45,9:33.78,15:19.50,32:15.41,
1125,6:15.75,8:54.35,9:47.86,9:34.11,15:20.03,32:16.55,
1124,6:16.00,8:54.64,9:48.27,9:34.43,15:20.55,32:17.69,
1123,6:16.25,8:54.94,9:48.68,9:34.75,15:21.08,32:18.83,
1122,6:16.49,8:55.23,9:49.09,9:35.07,15:21.60,32:19.97,
1121,6:16.74,8:55.53,9:49.50,9:35.39,15:22.13,32:21.11,
1120,6:16.99,8:55.83,9:49.91,9:35.71,15:22.65,32:22.25,
1119,6:17.24,8:56.12,9:50.32,9:36.03,15:23.18,32:23.39,
1118,6:17.49,8:56.42,9:50.73,9:36.36,15:23.70,32:24.54,
1117,6:17.73,8:56.72,9:51.14,9:36.68,15:24.23,32:25.68,
1116,6:17.98,8:57.01,9:51.55,9:37.00,15:24.76,32:26.82,
1115,6:18.23,8:57.31,9:51.96,9:37.32,15:25.28,32:27.97,
1114,6:18.48,8:57.61,9:52.38,9:37.64,15:25.81,32:29.11,
1113,6:18.73,8:57.91,9:52.79,9:37.97,15:26.34,32:30.26,
1112,6:18.98,8:58.20,9:53.20,9:38.29,15:26.86,32:31.40,
